Label,VoxelCount,Volume,Subtracted_Volume,Volume_Delta,Centroid.X,Centroid.Y,Centroid.Z
418,29750,29750,29750,0,946.846,702.202,22.053
419,23865,23865,23865,0,783.781,793.807,16.256
420,27119,27119,27118,1,259.360,802.316,24.221
421,34048,34048,34023,25,180.401,827.085,20.557
422,23274,23274,23250,24,193.461,856.440,15.548
423,15440,15440,15440,0,551.640,887.193,16.593
424,24169,24169,24060,109,214.018,898.695,17.701
425,11846,11846,11843,3,565.728,70.120,17.612
426,27952,27952,27886,66,450.042,117.199,21.487
427,903,903,903,0,487.266,107.042,9.897
428,24614,24614,24614,0,340.393,144.835,20.605
429,25120,25120,24862,258,945.149,241.246,18.877
430,19247,19247,19218,29,983.795,247.216,20.943
431,31518,31518,31518,0,71.751,263.729,24.967
432,28205,28205,28163,42,353.670,266.122,23.134
433,34669,34669,34645,24,489.574,459.569,26.711
434,41573,41573,41573,0,722.379,573.882,28.113
435,13812,13812,13812,0,1016.254,599.737,22.598
436,14599,14599,14599,0,1014.715,648.345,21.206
437,32154,32154,32154,0,249.550,668.077,28.633
438,24884,24884,24884,0,388.622,665.265,23.740
439,35992,35992,35992,0,483.873,687.643,29.125
440,23304,23304,23295,9,17.868,751.411,20.595
441,24448,24448,24448,0,417.498,791.735,24.613
442,24276,24276,24276,0,109.501,844.739,23.702
443,33165,33165,33156,9,160.732,880.719,27.471
444,23591,23591,23591,0,356.574,888.684,22.271
445,31186,31186,31171,15,119.981,893.158,23.726
446,11663,11663,11651,12,559.472,49.642,20.209
447,46926,46926,46715,211,606.781,70.080,23.357
448,26534,26534,26534,0,801.157,83.641,24.684
449,47185,47185,46827,358,709.936,120.137,26.743
450,44303,44303,44203,100,852.713,134.284,25.732
451,32622,32622,32551,71,667.833,217.870,28.469
452,28712,28712,28691,21,492.443,240.910,24.615
453,27350,27350,27343,7,466.696,255.625,23.881
454,28088,28088,28056,32,931.178,362.773,23.453
455,33238,33238,33238,0,662.884,407.167,31.474
456,50800,50800,50800,0,779.365,484.652,24.554
457,26505,26505,26505,0,989.112,610.060,20.196
458,12242,12242,12191,51,6.141,616.956,23.443
459,30966,30966,30907,59,784.453,640.201,23.924
460,15602,15602,15602,0,14.670,681.391,20.532
461,12100,12100,12052,48,9.800,710.179,19.003
462,22627,22627,22627,0,214.533,760.537,22.883
463,29250,29250,29208,42,675.883,820.001,21.369
464,1544,1544,1544,0,392.780,825.758,14.129
465,37104,37104,37055,49,408.256,86.431,22.782
466,24317,24317,24265,52,884.568,85.266,21.946
467,21867,21867,21781,86,333.114,96.875,19.764
468,43236,43236,43042,194,901.917,150.655,26.466
469,18888,18888,18818,70,92.250,156.240,19.745
470,21696,21696,21696,0,380.396,274.924,27.465
471,29926,29926,29926,0,13.728,352.894,30.461
472,26039,26039,26000,39,909.311,410.192,25.934
473,44486,44486,44430,56,831.275,413.533,27.447
474,28082,28082,28082,0,798.141,457.828,24.531
475,29868,29868,29635,233,446.179,531.235,24.320
476,27259,27259,27257,2,645.586,646.299,23.773
477,29654,29654,29654,0,570.795,640.219,28.310
478,25173,25173,25173,0,172.147,722.298,24.571
479,21364,21364,21364,0,941.430,767.370,19.929
480,26460,26460,26460,0,311.914,871.670,23.368
481,24940,24940,24908,32,286.125,900.372,24.032
482,49100,49100,49082,18,605.550,893.375,24.585
483,44931,44931,44873,58,462.388,935.308,27.100
484,21003,21003,21003,0,553.991,944.175,20.838
485,16103,16103,16075,28,465.223,1013.137,20.152
486,24056,24056,24056,0,546.291,135.420,25.861
487,43498,43498,43342,156,627.046,128.172,29.226
488,28647,28647,28625,22,941.310,147.355,23.381
489,26729,26729,26713,16,375.366,177.206,27.691
490,26662,26662,26657,5,230.315,215.397,24.462
491,26663,26663,26663,0,862.649,291.786,26.273
492,840,840,840,0,888.326,290.323,26.023
493,39233,39233,39233,0,884.475,273.964,38.172
494,35582,35582,35544,38,689.129,364.934,29.376
495,44638,44638,44638,0,304.256,403.578,33.093
496,26062,26062,26062,0,749.422,580.324,27.328
497,12439,12439,12424,15,966.252,738.955,19.442
498,28314,28314,28314,0,373.150,828.458,29.213
499,27349,27349,27317,32,339.991,843.895,27.468
500,15575,15575,15575,0,217.260,853.270,24.726
501,27344,27344,27274,70,420.418,963.861,22.873
502,415,415,415,0,568.195,960.383,14.665
503,24978,24978,24970,8,532.822,52.558,23.661
504,41686,41686,41590,96,829.201,83.521,28.760
505,7356,7356,7356,0,875.639,110.528,22.133
506,29439,29439,29439,0,276.303,137.208,26.869
507,56902,56902,56756,146,956.504,167.707,30.852
508,26260,26260,26224,36,616.888,201.281,29.049
509,3025,3025,3025,0,130.635,389.798,17.005
510,24643,24643,24643,0,858.326,380.293,26.946
511,27916,27916,27899,17,249.023,434.439,28.653
512,30796,30796,30796,0,438.481,449.529,29.632
513,29976,29976,29976,0,948.717,475.437,27.961
514,25739,25739,25739,0,383.632,496.637,25.341
515,17334,17334,17334,0,483.084,526.055,27.711
516,20772,20772,20712,60,702.334,551.555,26.698
517,42252,42252,42188,64,470.394,573.545,33.134
518,2438,2438,2438,0,105.167,622.496,16.692
519,29960,29960,29960,0,541.685,633.476,32.112
520,44314,44314,44312,2,513.666,654.693,35.468
521,25087,25087,25087,0,73.475,666.487,28.045
522,24172,24172,24172,0,275.321,688.802,24.909
523,39941,39941,39940,1,50.424,721.130,29.790
524,21356,21356,21356,0,353.523,748.184,29.220
525,26852,26852,26852,0,391.952,777.597,27.663
526,29872,29872,29857,15,567.794,920.661,26.578
527,29366,29366,29310,56,923.234,117.190,26.256
528,35585,35585,35088,497,652.308,277.234,29.816
529,48037,48037,48009,28,573.870,289.512,32.921
530,52430,52430,52430,0,716.147,326.513,29.734
531,32382,32382,32197,185,729.436,487.928,29.021
532,41217,41217,41212,5,643.045,477.986,27.458
533,50349,50349,50233,116,679.570,473.463,37.798
534,36810,36810,36810,0,313.576,540.858,34.584
535,52189,52189,51890,299,522.673,593.531,37.301
536,24291,24291,24291,0,273.202,649.826,29.296
537,66107,66107,66107,0,838.852,697.421,38.968
538,28722,28722,28722,0,397.049,741.218,27.089
539,31103,31103,30977,126,533.799,773.591,29.976
540,53356,53356,53356,0,644.536,782.210,29.881
541,19804,19804,19804,0,72.709,822.185,24.625
542,27092,27092,27092,0,310.625,822.396,28.795
543,34308,34308,34308,0,393.158,913.869,29.850
544,47764,47764,47717,47,323.813,957.850,28.188
545,24781,24781,24781,0,572.469,974.969,23.895
546,20229,20229,20104,125,516.601,14.860,23.710
547,28977,28977,28733,244,496.498,45.828,27.197
548,25518,25518,25494,24,955.936,211.942,26.494
549,25639,25639,25639,0,258.309,244.405,25.912
550,42428,42428,42428,0,745.217,235.672,36.402
551,39468,39468,39417,51,309.749,482.293,31.464
552,25999,25999,25999,0,227.210,503.428,32.622
553,36909,36909,36909,0,580.382,550.534,39.779
554,38746,38746,38721,25,309.175,624.679,35.419
555,25387,25387,25387,0,352.274,636.511,27.601
556,52204,52204,51719,485,688.377,631.752,32.998
557,37658,37658,37647,11,562.744,785.456,31.890
558,37439,37439,37347,92,568.807,825.940,33.094
559,892,892,892,0,207.938,41.215,17.096
560,30218,30218,30178,40,427.891,47.233,26.321
561,23266,23266,23258,8,814.606,58.274,30.312
562,26708,26708,26700,8,231.023,123.629,25.928
563,28281,28281,28281,0,676.838,151.302,33.160
564,25733,25733,25733,0,307.382,283.818,36.771
565,52185,52185,52157,28,525.276,331.677,31.450
566,25960,25960,25960,0,390.772,341.455,31.901
567,37454,37454,37379,75,649.676,353.996,34.232
568,26301,26301,26248,53,737.398,521.844,29.184
569,20411,20411,20411,0,192.740,503.431,29.242
570,47460,47460,47400,60,775.554,517.068,34.845
571,21985,21985,21985,0,276.043,535.705,28.717
572,39385,39385,39298,87,414.060,545.182,35.606
573,28112,28112,28098,14,808.159,585.295,29.722
574,26971,26971,26971,0,374.643,612.312,29.744
575,44059,44059,44049,10,739.712,679.643,31.854
576,31448,31448,31448,0,686.154,730.802,30.770
577,36548,36548,36548,0,435.610,770.609,34.549
578,30021,30021,29963,58,511.399,806.512,29.164
579,26179,26179,26179,0,545.214,813.638,27.645
580,29035,29035,29035,0,491.015,834.810,32.865
581,21791,21791,21724,67,69.029,856.022,26.983
582,23556,23556,23482,74,151.143,996.562,26.062
583,26144,26144,26117,27,522.348,997.915,24.827
584,12453,12453,12425,28,945.109,52.208,25.428
585,26526,26526,26526,0,491.529,79.527,32.941
586,42655,42655,42387,268,602.034,111.243,36.487
587,29108,29108,29031,77,197.011,111.458,27.022
588,23857,23857,23857,0,207.858,169.179,32.119
589,31468,31468,31375,93,847.649,229.712,29.438
590,25630,25630,25620,10,745.302,384.823,29.259
591,60344,60344,60116,228,616.396,368.293,36.263
592,45676,45676,45676,0,795.111,418.218,35.787
593,23667,23667,23659,8,339.455,459.696,28.162
594,27387,27387,27387,0,961.451,448.953,33.802
595,23507,23507,23507,0,836.442,477.505,25.880
596,5180,5180,5169,11,417.111,502.869,23.898
597,38062,38062,38061,1,250.362,534.638,34.625
598,42794,42794,42794,0,96.866,602.667,39.751
599,38240,38240,38236,4,447.440,642.829,34.448
600,28150,28150,28008,142,707.955,680.340,31.698
601,22262,22262,22262,0,145.683,844.944,27.599
602,20692,20692,20689,3,102.202,939.705,25.918
603,19333,19333,19060,273,52.464,931.439,26.126
604,20882,20882,20838,44,134.849,959.094,26.739
605,29676,29676,29660,16,94.797,93.047,30.768
606,28196,28196,28196,0,496.381,155.604,31.915
607,22436,22436,22370,66,29.885,178.776,32.910
608,42473,42473,42435,38,822.045,185.701,36.720
609,23245,23245,23245,0,441.192,234.901,28.768
610,36326,36326,36289,37,675.707,238.657,40.070
611,28170,28170,28170,0,584.686,322.586,37.566
612,47702,47702,47702,0,578.656,364.862,38.014
613,24508,24508,24508,0,66.808,488.197,33.156
614,29629,29629,29616,13,919.155,489.537,33.201
615,27397,27397,27278,119,473.548,778.581,34.294
616,44093,44093,44080,13,634.188,828.236,33.962
617,45218,45218,45218,0,284.811,882.631,38.332
618,34587,34587,34563,24,468.619,870.788,35.094
619,28280,28280,28220,60,597.881,935.103,30.475
620,29423,29423,28282,1141,724.106,46.340,33.104
621,27040,27040,27029,11,272.500,106.665,35.852
622,18006,18006,17973,33,111.727,118.218,28.609
623,39921,39921,39824,97,777.689,250.243,38.297
624,36094,36094,35950,144,790.633,280.730,33.543
625,27411,27411,27411,0,480.784,332.933,35.076
626,4929,4929,4929,0,151.002,338.770,23.907
627,25000,25000,25000,0,194.209,342.844,34.499
628,46811,46811,46799,12,815.994,360.516,36.999
629,23036,23036,22721,315,773.655,366.324,33.220
630,11762,11762,11762,0,5.968,440.842,34.774
631,34133,34133,34085,48,499.459,482.927,38.155
632,168,168,168,0,1016.756,519.732,21.720
633,44480,44480,44480,0,839.771,658.239,36.348
634,46140,46140,46140,0,802.650,659.741,36.471
635,28949,28949,28765,184,593.019,691.208,32.990
636,31988,31988,31947,41,419.941,725.725,35.962
637,26500,26500,26462,38,719.514,726.384,33.691
638,26217,26217,26217,0,507.853,751.419,33.917
639,28135,28135,28135,0,675.593,867.712,32.452
640,19587,19587,19450,137,17.635,959.040,28.049
641,29613,29613,29573,40,478.083,964.972,30.489
642,52640,52640,52627,13,598.902,972.932,35.061
643,19078,19078,19031,47,36.566,993.978,30.050
644,35731,35731,35696,35,298.029,81.802,37.321
645,22485,22485,22402,83,329.216,72.290,28.981
646,29618,29618,29618,0,742.208,134.549,36.278
647,30282,30282,30282,0,574.805,163.001,29.364
648,27420,27420,27241,179,269.734,171.167,34.368
649,49643,49643,49529,114,482.408,292.515,37.514
650,29378,29378,29374,4,527.124,272.891,37.436
651,27571,27571,27571,0,415.178,319.904,34.216
652,47149,47149,47094,55,782.229,321.115,41.170
653,25651,25651,25644,7,115.372,337.740,35.488
654,24655,24655,24655,0,240.058,365.160,32.326
655,52712,52712,52712,0,989.158,459.532,44.718
656,22251,22251,22251,0,668.420,508.676,31.244
657,24252,24252,24252,0,348.337,573.275,36.347
658,169,169,169,0,159.893,600.503,20.000
659,22978,22978,22978,0,481.445,603.819,33.960
660,30683,30683,30680,3,120.005,616.686,33.467
661,26227,26227,26218,9,414.007,644.846,34.609
662,27121,27121,27121,0,369.347,703.167,34.253
663,26653,26653,26653,0,579.300,730.224,34.499
664,29423,29423,29404,19,342.723,810.812,35.680
665,23297,23297,23257,40,467.547,821.153,36.689
666,42785,42785,42315,470,419.484,851.738,41.822
667,36631,36631,36536,95,414.771,944.255,43.900
668,39591,39591,39375,216,315.831,993.875,31.420
669,25192,25192,25177,15,570.533,1005.590,28.872
670,26053,26053,26036,17,811.826,10.889,47.523
671,46501,46501,46295,206,860.752,57.126,36.348
672,17102,17102,17102,0,922.475,70.676,32.691
673,7076,7076,7076,0,942.401,80.198,24.427
674,30152,30152,30109,43,430.896,147.128,35.052
675,47337,47337,47337,0,632.823,201.875,43.673
676,27875,27875,27875,0,206.787,212.625,35.506
677,24168,24168,24168,0,35.031,234.786,37.213
678,29031,29031,29031,0,418.909,245.402,37.977
679,29934,29934,29934,0,443.557,272.301,35.064
680,22205,22205,22205,0,210.502,314.503,36.707
681,41188,41188,41188,0,736.155,424.753,37.117
682,26885,26885,26883,2,897.613,547.363,35.779
683,33245,33245,33245,0,941.775,575.885,41.325
684,37296,37296,37296,0,595.213,594.596,37.004
685,25791,25791,25781,10,627.904,609.181,34.625
686,48839,48839,48773,66,638.301,693.438,38.761
687,23989,23989,23985,4,748.097,738.101,34.469
688,19941,19941,19941,0,75.914,771.625,36.196
689,21075,21075,21070,5,99.655,784.025,34.133
690,30231,30231,30231,0,400.985,828.154,36.428
691,37869,37869,37822,47,447.165,832.149,40.967
692,24207,24207,24140,67,493.500,887.626,35.965
693,30406,30406,30298,108,320.340,923.887,34.701
694,15724,15724,15724,0,427.606,8.825,36.403
695,29084,29084,29053,31,258.478,61.231,35.666
696,47950,47950,47942,8,979.765,98.020,35.143
697,26959,26959,26896,63,665.446,115.863,36.611
698,24973,24973,24924,49,69.038,187.837,35.946
699,26681,26681,26681,0,530.425,198.055,35.471
700,29735,29735,29679,56,805.391,245.393,41.078
701,46417,46417,46417,0,724.620,297.596,37.531
702,42264,42264,42230,34,249.306,340.745,42.669
703,34356,34356,34356,0,507.820,373.937,38.640
704,32120,32120,32118,2,696.002,382.768,43.414
705,27777,27777,27777,0,383.904,391.959,36.576
706,45752,45752,45722,30,540.751,509.409,40.471
707,47586,47586,47580,6,534.299,547.851,41.716
708,25270,25270,25268,2,967.051,754.719,38.078
709,28850,28850,28703,147,675.664,921.798,34.207
710,30765,30765,30642,123,506.510,970.424,36.852
711,34337,34337,34253,84,452.033,985.352,37.320
712,28653,28653,28586,67,664.687,18.492,35.936
713,328,328,328,0,633.567,15.899,23.546
714,31299,31299,31256,43,687.911,51.875,36.540
715,31874,31874,31659,215,638.771,91.507,38.487
716,41814,41814,41768,46,530.919,133.963,41.484
717,43784,43784,43784,0,358.679,206.078,44.908
718,41940,41940,41937,3,442.016,207.417,41.341
719,23805,23805,23805,0,285.822,272.683,40.662
720,43677,43677,43677,0,415.935,356.206,40.581
721,28805,28805,28771,34,857.054,401.960,39.138
722,44059,44059,44038,21,532.295,430.899,36.995
723,35305,35305,35305,0,414.734,429.695,41.967
724,45063,45063,45048,15,697.306,441.992,39.559
725,17691,17691,17691,0,822.090,494.088,31.919
726,44226,44226,44209,17,404.040,510.642,43.335
727,37938,37938,37888,50,496.046,537.195,39.710
728,44074,44074,44074,0,446.116,599.666,43.525
729,22462,22462,22456,6,58.368,621.077,37.680
730,53217,53217,53212,5,604.285,652.837,38.945
731,29983,29983,29949,34,755.271,860.055,36.032
732,37792,37792,37792,0,344.444,877.551,43.527
733,41254,41254,41254,0,950.858,875.958,36.104
734,22108,22108,21912,196,82.461,997.318,37.398
735,2503,2503,2503,0,71.535,1018.595,27.617
736,30637,30637,30637,0,782.628,60.798,38.509
737,25829,25829,25539,290,193.355,69.310,31.556
738,49811,49811,49732,79,889.746,211.779,43.074
739,25676,25676,25676,0,170.754,278.009,40.778
740,28273,28273,28227,46,433.111,377.869,42.333
741,22611,22611,22452,159,46.142,391.159,38.460
742,42062,42062,42045,17,654.793,595.610,40.767
743,23676,23676,23667,9,809.346,605.248,39.806
744,29993,29993,29993,0,483.596,731.648,41.451
745,22595,22595,22595,0,25.363,848.141,39.382
746,48317,48317,48316,1,602.355,865.039,38.773
747,24782,24782,24782,0,696.303,863.373,36.437
748,23528,23528,23508,20,428.443,909.249,39.035
749,26789,26789,26748,41,193.219,936.595,37.268
750,11434,11434,11273,161,609.319,5.876,39.139
751,47731,47731,47484,247,746.927,59.897,45.727
752,26070,26070,25984,86,457.299,55.617,39.892
753,44643,44643,44625,18,501.195,207.067,46.633
754,42231,42231,42114,117,564.088,230.614,47.466
755,30510,30510,30494,16,859.938,222.415,44.349
756,33827,33827,33612,215,603.184,303.384,43.574
757,50112,50112,50047,65,933.526,301.894,42.128
758,28975,28975,28975,0,962.525,308.946,42.885
759,31806,31806,31795,11,469.744,366.389,45.056
760,25493,25493,25493,0,141.245,387.418,39.620
761,31922,31922,31830,92,440.827,504.141,42.593
762,40224,40224,40224,0,192.709,552.229,39.615
763,27068,27068,27068,0,836.451,556.586,38.975
764,22640,22640,22640,0,179.301,676.796,39.701
765,24909,24909,24909,0,269.278,780.983,41.932
766,21055,21055,21055,0,671.111,779.253,38.034
767,37122,37122,37112,10,966.209,782.029,46.754
768,49538,49538,49529,9,906.658,808.928,44.523
769,32870,32870,32773,97,544.913,854.817,39.291
770,33459,33459,33439,20,325.519,15.920,37.420
771,27409,27409,27403,6,379.023,71.175,39.369
772,33675,33675,33658,17,576.904,129.225,44.801
773,24396,24396,24353,43,205.764,144.848,40.311
774,40296,40296,40295,1,842.977,156.388,43.802
775,45314,45314,45247,67,587.980,206.168,42.663
776,30442,30442,30433,9,329.883,220.146,37.942
777,25373,25373,25373,0,56.575,219.575,41.891
778,48956,48956,48943,13,130.457,225.450,49.177
779,27773,27773,27773,0,978.738,227.816,39.970
780,23911,23911,23911,0,334.514,273.893,38.494
781,24888,24888,24888,0,27.987,293.711,40.383
782,54457,54457,54443,14,261.469,295.692,49.878
783,42237,42237,42237,0,66.010,311.122,45.363
784,43679,43679,43679,0,295.158,327.877,47.457
785,27012,27012,27012,0,303.744,365.829,36.495
786,25914,25914,25912,2,363.281,422.337,40.401
787,43143,43143,43143,0,849.914,433.487,41.340
788,36606,36606,36602,4,183.213,453.606,42.446
789,21163,21163,21163,0,131.934,449.516,38.545
790,16532,16532,16532,0,594.107,497.745,35.256
791,65,65,65,0,600.954,502.862,30.708
792,28658,28658,28653,5,369.985,652.982,43.141
793,29345,29345,29345,0,766.400,682.227,40.283
794,26963,26963,26772,191,543.254,672.528,38.042
795,26539,26539,26539,0,770.139,736.864,42.549
796,22143,22143,22088,55,863.063,738.573,41.195
797,23770,23770,23769,1,363.920,777.894,39.234
798,56348,56348,56328,20,587.339,804.268,46.037
799,24526,24526,24511,15,347.281,909.415,42.645
800,33584,33584,33584,0,189.611,910.181,45.801
801,38249,38249,38249,0,756.272,994.587,38.925
802,29079,29079,29027,52,432.138,1005.003,38.953
803,40848,40848,40759,89,519.396,1006.550,43.821
804,10949,10949,10773,176,683.834,1013.725,34.364
805,25237,25237,25213,24,478.094,14.908,43.345
806,34184,34184,34158,26,581.849,72.512,41.165
807,21887,21887,21875,12,1006.577,61.002,39.292
808,28353,28353,28299,54,9.916,81.534,44.954
809,41210,41210,41210,0,1005.046,181.322,45.721
810,54810,54810,54810,0,394.535,227.805,43.414
811,26545,26545,26545,0,265.152,225.538,41.338
812,29092,29092,29092,0,835.351,264.130,40.486
813,41374,41374,41338,36,318.822,331.824,47.356
814,32588,32588,32588,0,733.252,324.382,44.741
815,27140,27140,27140,0,456.961,333.885,43.796
816,25342,25342,25342,0,273.394,482.355,43.157
817,22568,22568,22568,0,261.276,626.634,42.357
818,25370,25370,25370,0,334.579,652.053,41.919
819,22816,22816,22812,4,112.472,665.308,39.252
820,26144,26144,26144,0,587.156,760.236,39.097
821,21022,21022,21022,0,198.613,779.441,41.262
822,24132,24132,24129,3,605.405,900.468,40.500
823,57718,57718,57702,16,236.242,933.658,49.423
824,35707,35707,35685,22,399.972,971.109,44.269
825,231,231,231,0,133.113,987.082,28.177
826,19712,19712,19685,27,117.061,993.238,52.209
827,13514,13514,13514,0,120.804,1014.785,41.071
828,42199,42199,42137,62,717.007,18.191,47.444
829,32591,32591,32543,48,581.329,18.593,45.023
